ID,State,Income,Kids,Teens,Age,Divorced,Married,Single,Together,Widow,Basic,Graduate,Master,PhD,Recency,Wines,Fruits,Meats,Seafood,Sweets,Premium,Regular,Deals,Website,Catalog,Store,Visits,MC3,MC4,MC5,MC1,MC2,Complaint,Pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,State-Other,156243,1,2,45,0,0,1,0,0,0,1,0,0,19,1259,0,109,0,11,67,1312,1,7,1,8,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,State-New York,156242,0,1,51,0,1,0,0,0,0,0,0,1,35,1025,11,142,17,11,265,941,6,7,2,6,7,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,State-Texas,156223,0,1,72,0,1,0,0,0,0,0,0,1,97,380,3,34,0,8,89,335,2,4,1,3,6,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,State-Other,156202,0.1,1,52,0,0,0,1,0,0,1,0,0,84,1886,0,237,28,20,215,1955,5,10,3,8,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,State-Florida,156181,0,1,58,0,1,0,0,0,0,1,0,0,91,581,20,229,84,184,98,1001,2,3,2,9,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,State-New York,156129,0,1,67,0,0,0,1,0,0,0,1,0,27,1882,0,556,103,131,73,2600,2,6,3,5,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,State-Texas,156129,0,1,67,0,0,0,1,0,0,0,1,0,34,657,182,459,140,137,76,1499,4,7,3,7,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,State-New York,156067,0,1,58,0,0,0,1,0,0,0,0,1,85,1410,36,367,22,0,73,1763,1,9,4,6,7,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,State-Florida,156046,0,0,55,0,0,0,1,0,0,1,0,0,63,820,22,347,31,11,297,935,2,6,6,3,6,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,State-Illinois,155956,0,0,76,0,1,0,0,0,0,1,0,0,22,81,3,25,6,0,6,109,1,2,0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,State-California,155954,0,1,52,0,1,0,0,0,0,0,0,1,11,1165,0,73,0,0,11,1227,9,6,3,6,7,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,State-Other,155951,0,1,68,0,0,0,1,0,0,0,1,0,53,1353,0,303,0,17,101,1572,5,11,1,6,9,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,State-New York,155914,0,1,45,0,0,0,1,0,0,1,0,0,21,667,322,603,474,193,213,2047,3,5,3,13,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,State-Texas,155842,0,1,43,0,1,0,0,0,0,0,1,0,6,1296,171,516,28,149,300,1859,4,7,5,9,6,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,State-New York,155801,1,1,45,0,0,1,0,0,0,1,0,0,65,28,14,79,31,3,22,132,1,2,0,3,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,State-Texas,155761,0,1,56,0,0,0,1,0,0,1,0,0,3,118,31,160,28,79,39,376,1,1,1,6,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,State-New York,155759,0,1,58,0,1,0,0,0,0,1,0,0,66,1050,180,326,236,70,180,1681,3,6,2,11,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,State-California,155707,0,1,67,0,1,0,0,0,0,0,0,1,60,1536,20,393,0,20,177,1792,3,7,5,8,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,State-California,155686,0,1,54,1,0,0,0,0,0,1,0,0,9,351,17,205,22,11,53,553,1,3,1,6,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,State-California,155635,0,1,49,1,0,0,0,0,0,1,0,0,28,452,79,382,90,8,126,885,4,3,4,6,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,State-New York,155614,0,0,76,1,0,0,0,0,0,0,0,1,81,2318,22,149,31,0,680,1840,2,8,10,5,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,State-Texas,155593,0,1,47,0,0,0,1,0,0,1,0,0,49,1866,163,233,90,0,185,2166,4,7,5,10,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,State-Other,155563,0,1,42,1,0,0,0,0,0,1,0,0,81,273,3,53,6,0,31,303,1,2,1,4,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,State-New York,155521,1,2,65,0,0,1,0,0,0,0,0,1,59,1043,48,669,65,67,298,1593,3,7,5,11,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,State-Florida,155517,1,1,70,0,1,0,0,0,0,0,0,1,65,3101,0,127,0,0,96,3132,3,4,2,11,8,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,State-California,155434,1,0,36,0,1,0,0,0,0,1,0,0,65,3101,0,127,0,0,96,3132,3,4,2,11,8,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,State-Florida,155424,0,1,44,0,1,0,0,0,0,0,0,1,72,824,0,245,11,31,65,1046,4,7,2,5,7,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,State-California,155412,1,1,44,1,0,0,0,0,0,0,0,1,85,1640,0,183,0,0,37,1786,6,8,2,9,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,State-New York,155375,0,1,43,0,0,0,1,0,0,1,0,0,3,434,62,569,110,85,23,1237,5,4,2,9,4,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,State-New York,155357,2,0,35,0,1,0,0,0,0,1,0,0,51,488,37,369,90,8,17,975,4,6,1,6,7,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,State-Other,155284,0,1,64,0,0,1,0,0,0,0,1,0,55,3237,0,169,0,0,68,3338,3,9,5,4,7,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,State-Other,155282,1,0,50,1,0,0,0,0,0,0,1,0,57,869,240,387,288,127,333,1578,2,6,2,11,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,State-Florida,155267,0,1,63,0,1,0,0,0,0,1,0,0,0,178,17,161,37,37,62,367,4,2,1,5,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,State-Other,155260,0,1,48,0,0,1,0,0,0,0,0,1,0,178,17,161,37,37,62,367,4,2,1,5,4,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,State-Florida,155250,0,1,55,0,0,1,0,0,0,0,1,0,65,1141,0,260,79,76,401,1155,2,6,2,9,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,State-Texas,155249,0,1,64,0,0,0,1,0,0,0,1,0,87,557,302,642,20,167,370,1317,3,5,2,11,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,State-California,155239,0,1,49,0,0,1,0,0,0,1,0,0,64,899,8,48,11,20,158,828,5,4,1,8,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,State-Florida,155212,0,1,51,0,1,0,0,0,0,0,0,1,72,1940,48,402,65,74,99,2430,8,6,4,13,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,State-Texas,155212,0,1,51,0,1,0,0,0,0,0,0,1,76,314,45,105,20,25,51,458,3,3,1,5,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,State-Other,155158,1,1,50,0,1,0,0,0,0,0,0,1,76,314,45,105,20,25,51,458,3,3,1,5,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,State-New York,155012,0,1,47,0,0,0,1,0,0,0,0,1,85,411,37,130,48,6,11,620,6,4,2,4,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,State-Illinois,154998,0,1,64,0,0,1,0,0,0,0,0,1,63,1065,11,266,34,25,68,1334,3,6,2,8,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,State-Illinois,154984,0,1,61,0,1,0,0,0,0,1,0,0,8,612,6,17,0,0,25,609,2,5,1,4,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,State-Texas,154959,0,1,59,1,0,0,0,0,0,0,0,1,78,34,0,11,0,0,0,45,1,1,0,2,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,State-Other,154880,1,0,42,0,0,1,0,0,0,0,0,1,23,998,0,77,28,0,43,1061,3,6,1,7,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,State-Texas,154809,1,1,43,0,1,0,0,0,0,1,0,0,0,1288,0,485,23,54,91,1759,12,9,2,8,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,State-Illinois,154809,1,1,43,0,1,0,0,0,0,1,0,0,0,1288,0,485,23,54,91,1759,12,9,2,8,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,State-California,154803,0,1,51,0,0,1,0,0,0,1,0,0,37,94,0,14,0,0,0,108,1,1,0,3,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,State-New York,154753,0,1,61,0,0,0,1,0,0,1,0,0,49,309,51,45,68,74,51,497,4,3,1,5,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,State-Illinois,154730,0,1,45,0,1,0,0,0,0,0,1,0,8,786,60,182,176,60,71,1192,2,3,2,10,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,State-California,154693,0,1,58,0,1,0,0,0,0,0,0,1,62,2016,43,85,57,0,0,2201,3,11,2,8,8,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,State-Illinois,154690,1,1,49,0,1,0,0,0,0,0,0,0,51,199,0,45,0,0,11,233,2,2,0,4,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,State-Texas,154690,1,1,49,0,1,0,0,0,0,0,0,0,74,239,28,97,31,28,80,344,4,3,1,4,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,State-Texas,154603,1,1,64,0,0,0,1,0,0,0,1,0,25,506,11,74,23,11,125,500,5,4,1,5,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,State-Illinois,154591,0,1,71,0,0,0,1,0,0,1,0,0,48,759,9,85,11,0,162,702,4,5,2,5,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,State-Texas,154549,0,1,68,0,1,0,0,0,0,0,0,1,46,1854,23,449,60,0,404,1982,4,11,6,5,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,State-California,154466,1,1,47,0,0,1,0,0,0,0,0,1,98,566,34,88,9,34,20,711,1,3,3,5,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,State-Illinois,154456,0,1,59,0,1,0,0,0,0,0,0,1,18,199,154,310,228,26,128,788,2,4,1,7,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,State-Other,154450,1,1,64,0,0,0,1,0,0,1,0,0,13,526,0,80,9,6,48,572,6,3,1,6,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,State-Florida,154450,1,1,64,0,0,0,1,0,0,1,0,0,16,461,17,105,17,37,37,600,2,1,3,6,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,State-California,154432,2,1,70,0,1,0,0,0,0,0,0,1,79,384,26,111,11,0,20,512,1,2,2,5,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,State-New York,154414,1,1,57,0,0,0,1,0,0,1,0,0,72,361,11,208,43,17,31,609,1,2,1,7,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,State-Other,154386,0,1,39,0,1,0,0,0,0,1,0,0,31,14,17,28,17,14,28,63,1,1,0,3,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,State-New York,154356,0,1,71,0,0,0,0,1,0,0,0,1,46,487,0,31,0,3,57,464,2,4,1,4,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,State-Texas,154348,1,1,67,0,1,0,0,0,0,0,1,0,81,85,3,23,0,0,9,103,1,1,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,State-New York,154342,1,1,64,0,0,0,1,0,0,0,0,0,97,760,17,154,23,9,142,820,2,5,2,6,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,State-Florida,154252,1,1,64,0,0,1,0,0,0,1,0,0,74,1535,17,259,23,17,276,1575,13,8,2,9,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,State-New York,154237,0,1,63,1,0,0,0,0,0,0,0,1,71,100,0,11,0,0,0,111,1,2,0,2,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,State-New York,154233,0,1,43,0,1,0,0,0,0,1,0,0,56,564,51,718,91,308,154,1579,2,4,6,8,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,State-New York,154222,0,1,47,0,1,0,0,0,0,0,0,1,42,496,220,579,17,68,277,1104,2,8,1,7,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,State-Florida,154210,0,1,41,0,1,0,0,0,0,0,0,0,21,1769,46,471,0,68,234,2120,5,5,5,12,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,State-Other,154198,1,1,54,0,1,0,0,0,0,1,0,0,21,1769,46,471,0,68,234,2120,5,5,5,12,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,State-California,154197,0,1,60,0,1,0,0,0,0,0,1,0,4,1140,11,86,17,11,86,1180,3,7,1,7,7,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,State-Other,154178,0,1,53,0,0,0,1,0,0,1,0,0,50,1163,151,631,166,429,74,2465,4,4,3,6,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,State-Florida,154165,0,0,51,0,0,0,1,0,0,1,0,0,64,1080,0,251,54,11,209,1189,4,8,5,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,State-California,154162,1,1,42,0,0,0,0,1,0,1,0,0,86,958,120,363,80,14,14,1521,3,7,2,8,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,State-Other,154137,0,1,50,1,0,0,0,0,0,1,0,0,7,452,0,217,37,20,203,523,6,4,4,3,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,State-California,154132,0,1,51,0,0,0,1,0,0,0,0,1,94,753,14,667,197,117,238,1511,4,5,5,8,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,State-California,154111,0,1,55,0,0,0,0,1,0,0,0,1,29,2334,29,684,80,29,309,2847,2,10,4,12,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,State-Illinois,154108,1,1,47,0,1,0,0,0,0,0,1,0,60,1000,11,224,17,0,123,1129,8,7,2,6,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,State-Illinois,154072,1,1,57,0,1,0,0,0,0,0,0,1,17,232,0,17,0,0,17,232,2,2,1,3,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,State-Other,154058,0,1,44,0,0,0,1,0,0,1,0,0,41,1405,17,437,23,17,379,1520,10,9,4,6,8,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,State-New York,154006,1,0,35,0,0,0,1,0,0,1,0,0,34,2575,29,290,37,29,98,2862,6,4,2,9,9,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,State-Illinois,153977,0,1,62,0,0,0,1,0,0,1,0,0,2,658,20,402,29,9,32,1086,7,5,1,8,7,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,State-New York,153977,0,1,62,0,0,0,1,0,0,1,0,0,4,497,11,86,9,17,118,503,4,5,1,4,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,State-Florida,153863,0,1,65,0,0,0,1,0,0,1,0,0,32,693,0,35,0,0,72,656,1,5,1,5,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,State-Texas,153858,0,1,44,0,1,0,0,0,0,1,0,0,61,622,26,164,58,26,360,535,7,4,3,5,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,State-New York,153843,0,1,55,0,1,0,0,0,0,0,1,0,18,81,0,26,9,0,0,115,1,1,0,3,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,State-Florida,153790,0,2,69,0,1,0,0,0,0,1,0,0,86,507,207,282,391,60,659,789,4,5,2,12,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,State-New York,153761,1,1,48,0,1,0,0,0,0,0,1,0,40,84,0,23,6,0,17,95,1,1,0,3,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,State-Florida,153700,0,1,68,0,0,1,0,0,0,1,0,0,49,806,20,233,58,0,78,1040,8,6,3,5,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,State-Illinois,153653,0,0,67,0,0,0,0,1,0,1,0,0,66,608,6,86,20,20,29,711,2,4,1,6,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,State-New York,153593,1,1,67,0,0,0,1,0,0,0,0,1,54,349,179,259,196,58,360,680,3,2,3,8,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,State-Other,153537,1,1,61,0,0,0,1,0,0,0,0,1,50,372,0,61,0,3,20,415,1,3,1,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,State-Texas,153378,1,1,57,0,1,0,0,0,0,0,0,1,70,2102,49,383,32,0,562,2004,5,10,6,7,7,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,State-Illinois,153374,0,1,51,0,0,0,1,0,0,0,0,1,65,620,20,95,9,0,37,707,6,5,1,5,7,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,State-California,153367,1,1,46,1,0,0,0,0,0,0,1,0,30,462,43,566,43,32,144,1001,8,6,1,7,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,State-Florida,153359,1,1,44,0,1,0,0,0,0,1,0,0,92,2472,0,219,35,26,575,2177,7,9,6,9,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,State-Other,153312,0,0,69,0,1,0,0,0,0,0,0,1,32,734,29,127,87,29,656,350,2,7,3,3,7,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,State-Other,153253,1,1,45,0,0,0,1,0,0,0,1,0,40,243,9,176,6,3,61,376,3,3,1,4,7,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,State-New York,153233,0,1,63,0,1,0,0,0,0,0,0,0,43,304,0,29,0,3,0,335,2,2,1,4,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,State-New York,153230,0,1,64,0,1,0,0,0,0,0,0,0,93,2065,23,286,32,0,136,2270,4,10,7,5,8,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,State-Texas,153204,1,1,44,0,1,0,0,0,0,0,1,0,7,1111,72,845,376,119,185,2337,3,8,8,6,6,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,State-Illinois,153201,1,1,45,0,0,1,0,0,0,1,0,0,72,1138,0,692,261,200,200,2091,6,5,7,9,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,State-New York,153187,1,0,50,0,0,0,1,0,0,1,0,0,63,2289,0,412,35,26,110,2651,2,2,4,8,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,State-Illinois,153172,0,1,42,0,0,0,1,0,0,1,0,0,63,2289,0,412,35,26,110,2651,2,2,4,8,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,State-Texas,153154,0,1,61,0,1,0,0,0,0,1,0,0,69,1427,0,107,20,0,122,1433,3,6,3,8,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,State-Other,153103,0,1,66,0,0,0,1,0,0,1,0,0,54,247,0,9,0,0,20,235,1,2,0,4,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,State-California,153083,1,1,62,0,0,0,1,0,0,0,0,0,68,822,325,438,148,209,363,1580,2,7,2,10,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,State-New York,153034,1,1,46,1,0,0,0,0,0,1,0,0,84,1066,49,700,302,546,674,1989,2,9,5,9,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,State-Texas,152973,0,1,64,0,1,0,0,0,0,0,1,0,56,858,308,788,218,285,189,2268,4,6,4,12,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,State-New York,152914,0,1,49,0,1,0,0,0,0,1,0,0,67,538,23,387,163,163,35,1239,2,7,1,7,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,State-Illinois,152869,1,1,66,0,1,0,0,0,0,0,0,1,63,617,15,96,20,0,6,742,1,3,2,6,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,State-Other,152854,1,1,61,0,1,0,0,0,0,0,0,1,24,2776,0,207,0,0,507,2476,6,10,5,10,8,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,State-California,152852,0,1,63,0,1,0,0,0,0,1,0,0,24,2776,0,207,0,0,507,2476,6,10,5,10,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,State-California,152845,1,0,47,0,1,0,0,0,0,1,0,0,36,1423,61,694,163,315,82,2574,1,8,7,11,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,State-Florida,152750,0,1,65,0,1,0,0,0,0,0,1,0,2,35,0,12,0,0,3,44,1,1,0,2,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,State-Texas,152614,0,1,45,0,0,1,0,0,0,0,0,1,39,122,0,50,0,0,52,120,3,2,1,3,5,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,State-Florida,152614,0,1,45,0,0,1,0,0,0,0,0,1,48,551,6,85,9,6,117,540,2,3,2,5,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,State-Other,152597,0,1,58,0,0,1,0,0,0,0,0,1,55,327,29,312,88,0,58,698,2,5,2,4,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,State-New York,152569,0,1,53,0,0,1,0,0,0,0,0,1,77,172,0,35,0,0,140,67,1,2,2,2,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,State-New York,152531,0,0,49,0,1,0,0,0,0,1,0,0,67,427,0,272,20,38,213,543,5,4,2,5,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,State-Texas,152513,0,0,42,0,0,0,1,0,0,0,0,0,95,1845,0,336,29,20,88,2143,3,9,2,10,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,State-Illinois,152413,0,2,51,0,1,0,0,0,0,1,0,0,51,240,97,158,208,88,120,670,2,5,2,4,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
